# q qerr I(q) I(q)err
6.349026508375751887e-02 6.699336420408434482e-05 7.212780656303972648e+01 8.486367216512773481e+00
6.372409184272515015e-02 6.892879157383024775e-05 7.218425460636515822e+01 8.708177508763295549e+00
6.395793742953777283e-02 6.642518885272369008e-05 7.376949740034662284e+01 8.834322605350177326e+00
6.419031457975818422e-02 6.826620328541081642e-05 7.335008375209380915e+01 8.822195112268572004e+00
6.442283327309653029e-02 6.576027226970875277e-05 7.130329289428075867e+01 8.754620175265351634e+00
6.465485140213383941e-02 6.860083938040020173e-05 7.001839464882942821e+01 8.600460442437134034e+00
6.489057688868674068e-02 6.918162283112673440e-05 6.880298013245032962e+01 8.338290121213091766e+00
6.512677614053768993e-02 6.800662934234975800e-05 6.843048576214405898e+01 7.777129598946685540e+00
6.535916383847417688e-02 6.723036061670840198e-05 6.707251264755480236e+01 8.128910211646429573e+00
6.559238943166004199e-02 6.775429361515336514e-05 6.593500000000000227e+01 7.705668908883467338e+00
6.582758612999557724e-02 6.859118299963685495e-05 6.603940886699507473e+01 7.689488442402664603e+00
6.606077625847779633e-02 6.646968386304463305e-05 6.515851602023609246e+01 7.653571949887491677e+00
6.629499012582010242e-02 6.873985157622226514e-05 6.368241042345276526e+01 7.847358156567977971e+00
6.652802461243248477e-02 6.667147267887053093e-05 6.151932773109243868e+01 8.277340442723463809e+00
6.676018753795931460e-02 6.790988101603729471e-05 6.000164203612479241e+01 7.974816684377469045e+00
6.699409877892320564e-02 6.752760488477305384e-05 5.890311986863711269e+01 7.600253559865617348e+00
6.722746570366622265e-02 6.715296906548569008e-05 5.815599343185549941e+01 7.237506830317507855e+00
6.746032149556230317e-02 6.698676487551811836e-05 5.682343234323432313e+01 7.378379204915775702e+00
6.769235389026706518e-02 6.820371575645631246e-05 5.631433224755700451e+01 7.685453941955773693e+00
6.792641117254087646e-02 6.820173351531172944e-05 5.517723577235772581e+01 7.566599534452245202e+00
6.816107073590284282e-02 6.878058967958357989e-05 5.472596153846154010e+01 7.670170470038310206e+00
6.839600153518463066e-02 6.745423942297350728e-05 5.331766612641815328e+01 7.315871060685648075e+00
6.862947544649959652e-02 6.741836193410811529e-05 5.371035598705501712e+01 7.386560006802468159e+00
6.886076050521675040e-02 6.695139243677821319e-05 5.280587275693311256e+01 7.533796039068906047e+00
6.909448405671331228e-02 6.857937925099385861e-05 5.135453100158982664e+01 6.886231293465375991e+00
